sentence_id,sentence_text,image_file,title,author,type,school,timeframe_start,timeframe_end
3983,This painting was discovered in 1989 and attributed to Isenbrant.,20406-virgin_c.jpg,Virgin and Child Enthroned,Adriaen ISENBRANT,religious,Flemish,1501,1550
3984,"It was carefully copied, albeit in a different style, from Memling's Berlin Virgin Enthroned.",20406-virgin_c.jpg,Virgin and Child Enthroned,Adriaen ISENBRANT,religious,Flemish,1501,1550
3985,"The figure has been copied from Memling's work by means of a punch-cardboard and the colours also correspond, which shows that the work was then still accessible in Bruges.",20406-virgin_c.jpg,Virgin and Child Enthroned,Adriaen ISENBRANT,religious,Flemish,1501,1550
3986,"Isenbrant carried out some adaptations in Renaissance style, turning the original open portico into a semi-circular niche with medallions, baluster columns and a solid stone throne.",20406-virgin_c.jpg,Virgin and Child Enthroned,Adriaen ISENBRANT,religious,Flemish,1501,1550
3987,"Moreover, the book of hours has been given sixteenth-century floral borders in the Ghent-Bruges style and the flat top of the panel changed into an ogive shape.It is a remarkable example of the way in which Memling's compositions served as models until the sixteenth century",20406-virgin_c.jpg,Virgin and Child Enthroned,Adriaen ISENBRANT,religious,Flemish,1501,1550
3988,"Franz von Soist was a doctor in Ehrenbreitstein, on the opposite side of the Rhine from Coblenz.",20410-soist1.jpg,Portrait of Dr. Franz Xavier von Soist,Franz ITTENBACH,portrait,German,1801,1850
3989,"He and his wife were most likely members of the local Catholic haute-bourgeoisie, from whom many of Ittenbach's portraits were commissioned.It can be seen in Dr. von Soist's likeness, Ittenbach was capable of a sophisticated sense of immediacy in his portraiture which almost suggests a sort of German Ingres",20410-soist1.jpg,Portrait of Dr. Franz Xavier von Soist,Franz ITTENBACH,portrait,German,1801,1850
3990,"The painting, the central panel of a retable of the Last Supper, was left unfinished by the artist when he was summoned to Italy by the King Alfonso V of Aragon.",20454-lastsupp.jpg,The Last Supper,Jaume Baço JACOMART,religious,Spanish,1401,1450
3991,"It was completed by a collaborator, perhaps Juan Reixach",20454-lastsupp.jpg,The Last Supper,Jaume Baço JACOMART,religious,Spanish,1401,1450
3992,The painter represented this subject in two paintings (in the Los Angeles County Museum of Art and in the Hermitage).,20473-emmaus.jpg,Supper at Emmaus,JACOPO DA EMPOLI,religious,Italian,1551,1600
3993,These are half-figure compositions on a neutral dark background in which the figure of Christ is almost identical,20473-emmaus.jpg,Supper at Emmaus,JACOPO DA EMPOLI,religious,Italian,1551,1600
3994,"A particularly accomplished draughtsman, Empoli (actually Jacopo Chimenti) presents us here with an austere composition, one which succeeds in avoiding the least hint of sentimentalism, yet is nonetheless psychologically charged.",20475-sacrific.jpg,Sacrifice of Isaac,JACOPO DA EMPOLI,religious,Italian,1551,1600
3995,"The figures are well-constructed, well-finished and dignified, and the faces are expressive, each stricken by the enormity of the dramatic event.",20475-sacrific.jpg,Sacrifice of Isaac,JACOPO DA EMPOLI,religious,Italian,1551,1600
3996,"The landscape is simple and naturalistic, and not at all schematised",20475-sacrific.jpg,Sacrifice of Isaac,JACOPO DA EMPOLI,religious,Italian,1551,1600
3997,The panel representing The Resurrection is one of the six upper tier panels of the altarpiece.,20509-1c2_up1.jpg,San Pier Maggiore Altarpiece: The Resurrection,JACOPO DI CIONE,religious,Italian,1351,1400
3998,"The iconography of the scene can be related to the frescoes in the Spanish Chapel in Santa Maria Novella, Florence by Andrea da Firenze",20509-1c2_up1.jpg,San Pier Maggiore Altarpiece: The Resurrection,JACOPO DI CIONE,religious,Italian,1351,1400
3999,The picture shows the left panel in the main tier of the altarpiece.,20513-2l1_main.jpg,San Pier Maggiore Altarpiece: Adoring Saints,JACOPO DI CIONE,religious,Italian,1351,1400
4000,The saints can be identified by their attributes.,20513-2l1_main.jpg,San Pier Maggiore Altarpiece: Adoring Saints,JACOPO DI CIONE,religious,Italian,1351,1400
4001,"In the front row from right to left are St Peter holding the key to the kingdom of Heaven, St Bartholomew holding the knife referring to his martyrdom, and St Stephen dressed as a deacon",20513-2l1_main.jpg,San Pier Maggiore Altarpiece: Adoring Saints,JACOPO DI CIONE,religious,Italian,1351,1400
4002,The panel representing the Pentecost is one of the six upper tier panels of the altarpiece.,20524-3r2_up2.jpg,San Pier Maggiore Altarpiece: Pentecost,JACOPO DI CIONE,religious,Italian,1351,1400
4003,"Above, the Holy Spirit in the form of a white dove descends upon the Virgin and the Apostles.",20524-3r2_up2.jpg,San Pier Maggiore Altarpiece: Pentecost,JACOPO DI CIONE,religious,Italian,1351,1400
4004,Only eleven apostles are shown.,20524-3r2_up2.jpg,San Pier Maggiore Altarpiece: Pentecost,JACOPO DI CIONE,religious,Italian,1351,1400
4005,"Outside, below, the people representing different races marvel that each man hears his own language spoken",20524-3r2_up2.jpg,San Pier Maggiore Altarpiece: Pentecost,JACOPO DI CIONE,religious,Italian,1351,1400
4006,"Considering the size of the panel, it was probably made for private devotion.",20539-crucifi.jpg,The Crucifixion,JACOPO DI CIONE,religious,Italian,1351,1400
4007,"In the centre Christ hangs on the cross, on either side angels carrying basins receive the blood pouring from the wounds.",20539-crucifi.jpg,The Crucifixion,JACOPO DI CIONE,religious,Italian,1351,1400
4008,"In the foreground the swooning Virgin is supported by Mary Magdalene, and three other holy women, while St John the Evangelist stands grieving nearby.",20539-crucifi.jpg,The Crucifixion,JACOPO DI CIONE,religious,Italian,1351,1400
4009,"In the compartments on the left are at the top St John the Baptist and below, St Paul.",20539-crucifi.jpg,The Crucifixion,JACOPO DI CIONE,religious,Italian,1351,1400
4010,"On the right, St James the Greater and St Bartholomew.",20539-crucifi.jpg,The Crucifixion,JACOPO DI CIONE,religious,Italian,1351,1400
4011,"The predella contains five roundels with figures: a female saint, St Bernard, the Virgin and Child, St Benedict, and St Catherine of Alexandria.The panel is based on Andrea da Firenze's fresco in the Santa Maria Novella, Florence",20539-crucifi.jpg,The Crucifixion,JACOPO DI CIONE,religious,Italian,1351,1400
4012,"The picture shows an elegant company dining and merrymaking in a wooded landscape, near the banks of a river",20578-company5.jpg,An Elegant Company,Franz Christoph JANNECK,genre,Austrian,1701,1750
4013,"The painting depicts an elegant company in a landscape serenaded by musicians, a classical building beyond.",20579-company6.jpg,Elegant Company in a Landscape,Franz Christoph JANNECK,genre,Austrian,1701,1750
4014,The painting is signed and dated lower right: Janssens .,20590-banquet.jpg,An Outdoor Banquet,Hieronymus JANSSENS,genre,Flemish,1651,1700
4015,fecit .,20590-banquet.jpg,An Outdoor Banquet,Hieronymus JANSSENS,genre,Flemish,1651,1700
4016,1649,20590-banquet.jpg,An Outdoor Banquet,Hieronymus JANSSENS,genre,Flemish,1651,1700
4017,"Around 1870, growing numbers of Scandinavian (Danish, Finnish, Norwegian and Swedish) artists took to visiting Paris, the modern metropolis with its many-sided art scene.",20645-skagen.jpg,Near Skagen ?sterby after a Storm,Viggo JOHANSEN,landscape,Danish,1851,1900
4018,"They attended the school of Léon Bonnat, or the Académie Julian, or the Académie Colarossi.",20645-skagen.jpg,Near Skagen ?sterby after a Storm,Viggo JOHANSEN,landscape,Danish,1851,1900
4019,Some of them were tutored by  Jean-Léon Gérôme.,20645-skagen.jpg,Near Skagen ?sterby after a Storm,Viggo JOHANSEN,landscape,Danish,1851,1900
4020,"When summer arrived and tuition ceased at the private schools in Paris, the artists deserted the city.",20645-skagen.jpg,Near Skagen ?sterby after a Storm,Viggo JOHANSEN,landscape,Danish,1851,1900
4021,The coast of Brittany was especially popular for painting holidays.,20645-skagen.jpg,Near Skagen ?sterby after a Storm,Viggo JOHANSEN,landscape,Danish,1851,1900
4022,"In the 1880s, there was a Swedish artists' colony at Grèz-sur-Loing, by the Fontainebleau woods.In due course the artists took the idea of the artists' colony back to Scandinavia with them.",20645-skagen.jpg,Near Skagen ?sterby after a Storm,Viggo JOHANSEN,landscape,Danish,1851,1900
4023,The most famous of the northern colonies was at Skagen in Denmark.,20645-skagen.jpg,Near Skagen ?sterby after a Storm,Viggo JOHANSEN,landscape,Danish,1851,1900
4024,"Many Danish, Norwegian, and Swedish artists returned there every summer, to paint in the fine northern light in the company of friends old and new.Johansen painted with Monet's influence still fresh.",20645-skagen.jpg,Near Skagen ?sterby after a Storm,Viggo JOHANSEN,landscape,Danish,1851,1900
4025,"Sheep are grazing in the foreground, while on the horizon, which divides the picture in two, we see Skagen with its mill, lighthouse, and the yellow-painted houses with their red tiled roofs",20645-skagen.jpg,Near Skagen ?sterby after a Storm,Viggo JOHANSEN,landscape,Danish,1851,1900
4026,The painting depicts an architectural capriccio with figures in oriental dress amongst ruins,20649-capricc2.jpg,Architectural Capriccio,Antonio JOLI,landscape,Italian,1701,1750
4027,The painting is signed and dated lower right: Jongkind 1858,20691-10jongki.jpg,"The Pavilion close to the Frederick Park, near Haarlem",Johan Barthold JONGKIND,landscape,Dutch,1851,1900
4028,"The painting shows Sir Thomas Lucy III (died 1640), Alice Spencer, Lady Lucy (died 1648), and seven of their thirteen children.The painting is probably a contemporary copy",20694-family.jpg,Sir Thomas Lucy and his Family,Cornelius the Elder JONSON VAN CEULEN,portrait,English,1601,1650
4029,"The composition of this remarkably refined little painting is based on a lost small work by Memling, which is best reflected in the Virgin of the Metropolitan Museum, New York.",20797-virgin_c.jpg,Virgin and Child before a Landscape,JUAN DE FLANDES,religious,Spanish,1501,1550
4030,"Since the dimensions correspond, the work must have been done with a tracing or punch-cardboard based on the original.",20797-virgin_c.jpg,Virgin and Child before a Landscape,JUAN DE FLANDES,religious,Spanish,1501,1550
4031,The version discussed here shows the image in the right direction.,20797-virgin_c.jpg,Virgin and Child before a Landscape,JUAN DE FLANDES,religious,Spanish,1501,1550
4032,"The Virgin is represented high above a landscape, more monumental than the prototype.",20797-virgin_c.jpg,Virgin and Child before a Landscape,JUAN DE FLANDES,religious,Spanish,1501,1550
4033,She stands behind a wall over which a white cloth is draped with very heavy folds.,20797-virgin_c.jpg,Virgin and Child before a Landscape,JUAN DE FLANDES,religious,Spanish,1501,1550
4034,This also differs from the model.,20797-virgin_c.jpg,Virgin and Child before a Landscape,JUAN DE FLANDES,religious,Spanish,1501,1550
4035,"The panel was incorrectly ascribed to Michel Sittow, and later attributed to Juan de Flandes in 1966.",20797-virgin_c.jpg,Virgin and Child before a Landscape,JUAN DE FLANDES,religious,Spanish,1501,1550
4036,"On account of the quality, the typical facial features and the vaporous green-grey landscape, this attribution cannot be doubted.",20797-virgin_c.jpg,Virgin and Child before a Landscape,JUAN DE FLANDES,religious,Spanish,1501,1550
4037,The panel originated about the time of the Retablo Mayor of Palencia (c. 1510) and may have been the central panel of a small triptych described in the accounts of Palencia Cathedral as the 'tabla oratorio de tress pieças'.,20797-virgin_c.jpg,Virgin and Child before a Landscape,JUAN DE FLANDES,religious,Spanish,1501,1550
4038,"If so, it could have been a work in the style of Memling's Triptych of Benedetto Portinari (Florence, Galleria degli Uffizi), with a donor and a saint in front of a continuous landscape on the wings",20797-virgin_c.jpg,Virgin and Child before a Landscape,JUAN DE FLANDES,religious,Spanish,1501,1550
4039,Christian VII (1749-1808) was King of Denmark-Norway and Duke of Schleswig and Holstein from 1766 until his death.,20814-christi7.jpg,Portrait of Christian VII of Denmark,Jens J?rgensen JUEL,portrait,Danish,1751,1800
4040,His reign was marked by mental illness and for most of his reign Christian was only nominally king.,20814-christi7.jpg,Portrait of Christian VII of Denmark,Jens J?rgensen JUEL,portrait,Danish,1751,1800
4041,His half-brother Frederick was designated as regent of Denmark in 1772.,20814-christi7.jpg,Portrait of Christian VII of Denmark,Jens J?rgensen JUEL,portrait,Danish,1751,1800
4042,"From 1784 his son, later Frederick VI, acted as unofficial regent",20814-christi7.jpg,Portrait of Christian VII of Denmark,Jens J?rgensen JUEL,portrait,Danish,1751,1800
4043,"Marie-Sophie-Frederikke married Frederick VI in 1790, when he was still prince of Denmark and Norway, and yet already regent of the country, due to his father's illness.",20819-princess.jpg,"Marie-Sophie-Frederikke, Princess of Denmark and her Daughter, Princess Caroline",Jens J?rgensen JUEL,portrait,Danish,1751,1800
4044,"The composition portrays the Royal Princess of Denmark and Norway accompanied by her eldest daughter, Caroline, aged 7",20819-princess.jpg,"Marie-Sophie-Frederikke, Princess of Denmark and her Daughter, Princess Caroline",Jens J?rgensen JUEL,portrait,Danish,1751,1800
4045,"The painting depicts young nobleman, Marcus Pauli Holst von Schmidten, dashing off to school.",20820-runningb.jpg,A Running Boy,Jens J?rgensen JUEL,genre,Danish,1751,1800
4046,"The school in question was Christianis Institut, which focused greatly on movement and exercise.",20820-runningb.jpg,A Running Boy,Jens J?rgensen JUEL,genre,Danish,1751,1800
4047,The school did pioneering work to give children the opportunity to play and do athletics in the open air.,20820-runningb.jpg,A Running Boy,Jens J?rgensen JUEL,genre,Danish,1751,1800
4048,The school's playground was the first to be built in Denmark.The young nobleman is seen running on his way to school; his school is glimpsed in the background.,20820-runningb.jpg,A Running Boy,Jens J?rgensen JUEL,genre,Danish,1751,1800
4049,The boy's figure is simultaneously in movement and in balance.,20820-runningb.jpg,A Running Boy,Jens J?rgensen JUEL,genre,Danish,1751,1800
4050,It is one of few examples of a figure in movement in Juel's mature work.,20820-runningb.jpg,A Running Boy,Jens J?rgensen JUEL,genre,Danish,1751,1800
4051,"An engraving after the American painter Gilbert Stuart's The Skater (Washington, National Gallery of Art) may have served as inspiration for this painting",20820-runningb.jpg,A Running Boy,Jens J?rgensen JUEL,genre,Danish,1751,1800
4052,The presence of the watch in this still-life might suggest the idea of the passing of time and the transience of life,20864-nautiluz.jpg,Still-Life with Porcelain and a Nautilus Cup,Willem KALF,still-life,Dutch,1651,1700
4053,"This painting, depicting a woman pulling water from a well, a pile of vegetables at her feet, is an example of Kalf's Parisian period.",20876-woman.jpg,Woman Pulling Water from a Well,Willem KALF,genre,Dutch,1651,1700
4054,"The outstanding feature of the painting is the pile of vegetables at the woman's feet, a still-life within a larger genre scene.",20876-woman.jpg,Woman Pulling Water from a Well,Willem KALF,genre,Dutch,1651,1700
4055,"This corner of the work hints at the skill and precision that characterise the dedicated still-lifes, which Kalf painted later in his career",20876-woman.jpg,Woman Pulling Water from a Well,Willem KALF,genre,Dutch,1651,1700
4056,"Even at the age of eleven, Angelica Kauffmann earned admiring praise for her portrait of Bishop Nevroni and although she would later concentrate on allegorical, antique, historical and religious themes in her paintings, the portrait was to remain the driving force behind her success throughout her life.",20890-port_you.jpg,Portrait of a Young Woman,Angelica KAUFFMANN,portrait,Swiss,1751,1800
4057,"She received so many commissions that her painting tended to become rather routine, taking on an increasing smoothness and superficial appeal at the expense of a more distinctive style.",20890-port_you.jpg,Portrait of a Young Woman,Angelica KAUFFMANN,portrait,Swiss,1751,1800
4058,"This Portrait of a Young Woman also has something routine about it, and is as pleasingly decorative as any interior decor that she might have created in her frequent collaboration with the English architect Robert Adam.",20890-port_you.jpg,Portrait of a Young Woman,Angelica KAUFFMANN,portrait,Swiss,1751,1800
4059,"Nevertheless, it does show a face as that of a highly sensitive personality",20890-port_you.jpg,Portrait of a Young Woman,Angelica KAUFFMANN,portrait,Swiss,1751,1800
4060,"This painting is an early work by Keirinckx, painted during his Antwerp period, prior to his departure for England in 1625",20910-forest.jpg,Travellers on a Forest Path,Alexander KEIRINCKX,landscape,Flemish,1601,1650
4061,The companion-piece of the painting representing Autumn and Winter is also in the Hermitage,20926-summer.jpg,Summer and Spring,Anton KERN,mythological,German,1701,1750
4062,This Biedermeier painting continues the tradition of 18th-century genre painting introduced by Jean-Baptiste-Siméon Chardin,20940-sewing.jpg,Young Woman Sewing by the Light of a Lamp,Georg Friedrich KERSTING,genre,German,1801,1850
4063,"Jan van Kessel painted the Holy Family within a frame formed by a gray, oval cartouche with floral garlands.",20956-holyfami.jpg,Holy Family,"Jan van, I KESSEL",still-life,Flemish,1651,1700
4064,"Originally from Antwerp, Van Kessel specialised in painting flowers and insects and tiny animals.",20956-holyfami.jpg,Holy Family,"Jan van, I KESSEL",still-life,Flemish,1651,1700
4065,"Here it is noticeable that Mary, Christ and Joseph have been portrayed rather less meticulously than the various flowers.",20956-holyfami.jpg,Holy Family,"Jan van, I KESSEL",still-life,Flemish,1651,1700
4066,"Indeed, Van Kessel may have asked another artist to paint the figures",20956-holyfami.jpg,Holy Family,"Jan van, I KESSEL",still-life,Flemish,1651,1700
4067,"In addition to his well-known still-lifes, Jan van Kessel the Elder executed several village and river scenes, mostly on copper, following the Flemish landscape tradition",20968-riverlan.jpg,River Landscape with a Windmill,"Jan van, I KESSEL",landscape,Flemish,1651,1700
4068,"This painting depicts a still-life of a swan and other birds, with rabbits, fruit and vegetables and a landscape beyond",20980-stillife.jpg,Still-Life,"Jan van, II KESSEL",still-life,Flemish,1651,1700
4069,The serenity and soberness of the landscape genre gave way in the work of the transitional figure Kerstiaen de Keuninck to action and drama.,20984-acteon_d.jpg,Landscape with Actaeon and Diana,Kerstiaen de KEUNINCK,landscape,Flemish,1551,1600
4070,It is primarily the richly carved spring which catches the eye in his Landscape with Diana and Actaeon in which Actaeon comes across Diana while she is bathing.,20984-acteon_d.jpg,Landscape with Actaeon and Diana,Kerstiaen de KEUNINCK,landscape,Flemish,1551,1600
4071,"The fertile imagination, the fanciful rock formations and the clear separation between the different areas of the painting later gave way to greater unity",20984-acteon_d.jpg,Landscape with Actaeon and Diana,Kerstiaen de KEUNINCK,landscape,Flemish,1551,1600
4072,A number of de Keuninck's works depict religious anecdotes set within evocative landscapes such as Tobias and the Angel,20987-landscap.jpg,Landscape with Tobias and the Angel,Kerstiaen de KEUNINCK,landscape,Flemish,1551,1600
4073,"A painter of religious scenes, Key was also an important portraitist who painted Cardinal Granvelle and the Duke of Alva, among others.",21001-portlady.jpg,Portrait of a Lady,Willem KEY,portrait,Flemish,1501,1550
4074,He penetrated deep into the soul of his sitters and produced works of a cool dignity and decorum,21001-portlady.jpg,Portrait of a Lady,Willem KEY,portrait,Flemish,1501,1550
4075,Klodt is considered to be a major figure in Russian landscape painting.,21079-birchtre.jpg,Under the Birch Trees,Mikhail Konstantinovich KLODT,landscape,Russian,1851,1900
4076,"He was fascinated in depicting forests, and they feature repeatedly in his work throughout his career.",21079-birchtre.jpg,Under the Birch Trees,Mikhail Konstantinovich KLODT,landscape,Russian,1851,1900
4077,His present landscape depicts the Russian countryside with a lady and two children resting under the shade of some towering birch trees.The painting is signed in Cyrillic and dated lower right,21079-birchtre.jpg,Under the Birch Trees,Mikhail Konstantinovich KLODT,landscape,Russian,1851,1900
4078,"The painting represents a town near a river, with boats and anglers",21098-river_la.jpg,River Landscape,Wouter KNIJFF,landscape,Dutch,1601,1650
4079,"K&#248;bke is one of the most distinguished of the so-called painters of the Danish Golden Age, whose work represents a brilliant contribution to nineteenth- century European art.",21141-view_squ.jpg,A View of the Square in the Kastel Looking Towards the Ramparts,Christen K?BKE,landscape,Danish,1801,1850
4080,"He started training as an artist at the Royal Academy in Copenhagen in 1822, and from 1828 became a student of C.W.",21141-view_squ.jpg,A View of the Square in the Kastel Looking Towards the Ramparts,Christen K?BKE,landscape,Danish,1801,1850
4081,Eckersberg.,21141-view_squ.jpg,A View of the Square in the Kastel Looking Towards the Ramparts,Christen K?BKE,landscape,Danish,1801,1850
4082,"K&#248;bke usually painted small-scale pictures of great precision - landscapes, studies of architectural subjects and portraits of his family and friends.",21141-view_squ.jpg,A View of the Square in the Kastel Looking Towards the Ramparts,Christen K?BKE,landscape,Danish,1801,1850
4083,"Whatever the subject, he invariably combined carefully observed, often richly coloured naturalistic details, with a sense of controlled abstract design.This painting was made in about 1830, when he was developing his mature style, and shows the bakery in the Kastel, which is a castle in Copenhagen that served as a prison.",21141-view_squ.jpg,A View of the Square in the Kastel Looking Towards the Ramparts,Christen K?BKE,landscape,Danish,1801,1850
4084,"The three figures in the foreground are K&#248;bke's father, who owned the bakery, Major J.J. Krohn, and the slave Sergeant Sporch (the prisoners were described as 'slaves').",21141-view_squ.jpg,A View of the Square in the Kastel Looking Towards the Ramparts,Christen K?BKE,landscape,Danish,1801,1850
4085,The scene was one with which K&#248;bke was very familiar as he lived within the castle compound from 1817 to 1834.,21141-view_squ.jpg,A View of the Square in the Kastel Looking Towards the Ramparts,Christen K?BKE,landscape,Danish,1801,1850
4086,In the later 1830s his family moved out of Copenhagen and he concentrated on depicting more rural scenes; subsequent visits to Germany and Italy broadened the scope of his subject matter still further,21141-view_squ.jpg,A View of the Square in the Kastel Looking Towards the Ramparts,Christen K?BKE,landscape,Danish,1801,1850
4087,"Joost van den Vondel, portrayed here at the age of 78, was the leading poet and playwright of the seventeenth century in Amsterdam.",21168-j_vondel.jpg,Joost van den Vondel,Philips KONINCK,portrait,Dutch,1651,1700
4088,He was also the most prominent Catholic convert of the period,21168-j_vondel.jpg,Joost van den Vondel,Philips KONINCK,portrait,Dutch,1651,1700
4089,"Korovin was surely the purest Russian Impressionist, the closest to the French spirit, which his several visits to western Europe after 1885 familiarized him with.",21189-cafepari.jpg,Café in Paris,Konstantin Alekseyevich KOROVIN,landscape,Russian,1851,1900
4090,"His early works were nonetheless closer to the precise draughtsmanship and narrative interest of a Caillebotte or Forain than to Monet, twenty years his senior",21189-cafepari.jpg,Café in Paris,Konstantin Alekseyevich KOROVIN,landscape,Russian,1851,1900
4091,"The mood of the time is very evident in the matching pair of portrait's of Franz Xaver Richter von Binnenthal, who was a Viennese official who had been ennobled, and his wife, Maria Angelica Richter von Binnenthal, née Freiin von Zach.",21214-richter2.jpg,Franz Xaver Richter von Binnenthal,Johann Peter KRAFFT,portrait,Austrian,1801,1850
4092,The graceful wife bears the 25-year difference in age from her husband with the same dignity as he wears his 1814 medal.,21214-richter2.jpg,Franz Xaver Richter von Binnenthal,Johann Peter KRAFFT,portrait,Austrian,1801,1850
4093,"Moreover, the colours of the clothing are skillfully balanced: her black dress with its white collar is the inversion of his Habsburg uniform.",21214-richter2.jpg,Franz Xaver Richter von Binnenthal,Johann Peter KRAFFT,portrait,Austrian,1801,1850
4094,"Her white lace collar also indicates a fashion during the Restoration, when the house of Habsburg liked to look back to its old Spanish empire",21214-richter2.jpg,Franz Xaver Richter von Binnenthal,Johann Peter KRAFFT,portrait,Austrian,1801,1850
4095,This small double-sided panel bears a portrait of a man on one side and a depiction of a girl making a garland on the reverse.,21261-port_man.jpg,Portrait of a Young Man,Hans Süss von KULMBACH,portrait,German,1501,1550
4096,The identity of the young man is not known.,21261-port_man.jpg,Portrait of a Young Man,Hans Süss von KULMBACH,portrait,German,1501,1550
4097,"Rather than a portrait, the girl on the reverse side is a female type, symbolizing a lover or perspective bride.This is among the relatively few extant early sixteenth-century panels that join a portrait with an emblematic or allegorical subject on the verso",21261-port_man.jpg,Portrait of a Young Man,Hans Süss von KULMBACH,portrait,German,1501,1550
4098,This painting is related to the ceiling painting in the Apollo Salon in Versailles,21272-chariot.jpg,Sunrise with the Chariot of Apollo,Charles de LA FOSSE,mythological,French,1651,1700
4099,"This is a representation of Plutarch's story in which, in the presence of his mother, the young Greek hero Theseus finds the swords and sandals his father Aegeus has buried under a heavy stone.",21292-theseus.jpg,Theseus and Aethra,Laurent de LA HIRE,mythological,French,1601,1650
4100,"Seventeenth century French masters often chose to depict some fairly recondite theme from the Graeco-Roman history or legend, and La Hire, a popular artist of the period, excelled in paintings of this kind.The painting was commissioned by Cardinal Richelieu.",21292-theseus.jpg,Theseus and Aethra,Laurent de LA HIRE,mythological,French,1601,1650
4101,Around 1620 a group of young French painters developed interesting derivations from works by Caravaggio.,21307-09magdam.jpg,Magdalen with the Smoking Flame,Georges de LA TOUR,religious,French,1601,1650
4102,Among these we find Georges de la Tour.,21307-09magdam.jpg,Magdalen with the Smoking Flame,Georges de LA TOUR,religious,French,1601,1650
4103,"In his canvases he adopted the strong light and shade contrasts characteristics of Caravaggio's school, although in his chiaroscuro effects he preferred the Nordic tenebrosi's use of artificial light, such as candles and torches, which produces a dazzling effect and creates a more transcendental atmosphere that does not include the supernatural.",21307-09magdam.jpg,Magdalen with the Smoking Flame,Georges de LA TOUR,religious,French,1601,1650
4104,There is a group of painting attributed to Georges de La Tour depicting St Sebastian and St Irene.,21312-03sebast.jpg,St Sebastien Attended by St Irene,Georges de LA TOUR,religious,French,1601,1650
4105,Part of them is a horizontal composition where the model of one of the figures is a familiar La Tour type.,21312-03sebast.jpg,St Sebastien Attended by St Irene,Georges de LA TOUR,religious,French,1601,1650
4106,"Most of the versions are curiously incompetent, only three of them having pretensions to quality.",21312-03sebast.jpg,St Sebastien Attended by St Irene,Georges de LA TOUR,religious,French,1601,1650
4107,The upright versions of the same subject (one in the Louvre and the other in Berlin) are more celebrated.,21312-03sebast.jpg,St Sebastien Attended by St Irene,Georges de LA TOUR,religious,French,1601,1650
4108,"The composition is monumental, as if the painting were depicting a sculptured tableau.The Louvre composition is especially moving, with the mourning figure in a blue cowl (in the Berlin version the cowl is black) looking as if she were taken from a piece of Burgundian tomb sculpture.",21312-03sebast.jpg,St Sebastien Attended by St Irene,Georges de LA TOUR,religious,French,1601,1650
4109,Recent observations on the possible dating of the costumes have left little doubt that the picture is rather later than the artist's lifetime.,21312-03sebast.jpg,St Sebastien Attended by St Irene,Georges de LA TOUR,religious,French,1601,1650
4110,"Étienne de La Tour, the son of the artist was suggested (but not accepted) as the possible author.",21312-03sebast.jpg,St Sebastien Attended by St Irene,Georges de LA TOUR,religious,French,1601,1650
4111,"Étienne de La Tour is actually documented as being required to continue his father's style, should the latter die inopportunately, and it is likely that he continued long into the 1660s and even the 1670s, painting ever-weaker versions of his father's work which eventually became mockeries of his father's genius",21312-03sebast.jpg,St Sebastien Attended by St Irene,Georges de LA TOUR,religious,French,1601,1650
4112,"Leaving his poverty-stricken home at the age of 15, La Tour first entered the workshop of an etcher in Paris, then worked in the studio of the painter Jacques-Jean Spoede.",21328-nicole.jpg,Portrait of Nicole Richard as Child,Maurice Quentin de LA TOUR,portrait,French,1701,1750
4113,With a letter of recommendation from an English ambassador he went to England where he was much impressed by van Dyck's art of portrayal.,21328-nicole.jpg,Portrait of Nicole Richard as Child,Maurice Quentin de LA TOUR,portrait,French,1701,1750
4114,"On his return to Paris he took up pastel painting, possibly inspired by Rosalba Camera's success in Paris in 1720/21.",21328-nicole.jpg,Portrait of Nicole Richard as Child,Maurice Quentin de LA TOUR,portrait,French,1701,1750
4115,"After some experiments he soon came to excel at pastel portraits, surpassing all his rivals, even Peronneau, and gaining great favour at court.",21328-nicole.jpg,Portrait of Nicole Richard as Child,Maurice Quentin de LA TOUR,portrait,French,1701,1750
4116,"La Tour was most demanding in his art so that the execution of a work was often slow, and it was nine years before he produced a work which would admit him to the Academy.",21328-nicole.jpg,Portrait of Nicole Richard as Child,Maurice Quentin de LA TOUR,portrait,French,1701,1750
4117,"His Portrait of Mme de Pompadour of 1755 (Paris, Louvre) and of the President de Rieux in his Study (Paris, Louvre) represent two of the few full-length pastel portraits in existence.",21328-nicole.jpg,Portrait of Nicole Richard as Child,Maurice Quentin de LA TOUR,portrait,French,1701,1750
4118,His portraits show a vigourous handling and a perceptive grasp of character,21328-nicole.jpg,Portrait of Nicole Richard as Child,Maurice Quentin de LA TOUR,portrait,French,1701,1750
4119,"The artist portrayed herself before the easel with her two pupils, Marie Gabrielle Capet (1761&#150;1818) and Marie Marguerite Carreaux de Rosemond (died 1788).",21340-selfport.jpg,Self-Portrait with Two Pupils,Adélaide LABILLE-GUIARD,portrait,French,1751,1800
4120,"In 1783, when Labille-Guiard and Vigée-Lebrun were admitted to the French Académie Royale, the number of women artists eligible for membership was limited to four, and this canvas has been interpreted as a propaganda piece, arguing for the place of women in the academy",21340-selfport.jpg,Self-Portrait with Two Pupils,Adélaide LABILLE-GUIARD,portrait,French,1751,1800
4121,Legranée received several royal commissions in a busy life.,21367-allegory.jpg,Allegory on the Death of the Dauphin,Louis-Jean-François LAGRENÉE,mythological,French,1751,1800
